670	1249
666	1307
618	1255
626	1273
722	1226
647	1259
583	1262
655	1262
590	1189
733	1288
655	1260
645	1234
731	1269
694	1230
648	1234
685	1231
593	1190
608	1228
618	1245
615	1208
747	1323
695	1264
701	1274
634	1247
667	1261
671	1230
726	1271
673	1258
616	1238
599	1239
709	1258
601	1225
658	1281
738	1274
657	1266
688	1240
658	1212
590	1218
630	1210
658	1255
603	1243
612	1208
722	1254
635	1227
657	1228
653	1259
712	1288
650	1271
702	1288
623	1238
761	1216
821	1264
775	1171
774	1242
736	1209
765	1232
802	1175
756	1121
796	1291
748	1199
805	1238
795	1152
769	1199
778	1252
761	1194
787	1220
785	1255
763	1142
731	1188
797	1200
803	1240
796	1252
776	1267
766	1172
761	1213
765	1121
781	1220
752	1338
785	1089
792	1238
804	1170
825	1249
770	1211
769	1205
771	1276
781	1289
766	1227
769	1238
772	1158
825	1302
816	1167
775	1246
751	1205
815	1260
807	1162
796	1269
795	1252
763	1188
774	1190
783	1258
897	1374
915	1344
807	1363
873	1322
888	1366
843	1368
887	1358
814	1361
869	1367
900	1382
790	1345
901	1360
864	1396
897	1372
835	1357
843	1353
923	1392
956	1378
764	1338
856	1374
834	1344
854	1376
893	1395
903	1323
878	1355
796	1326
889	1328
886	1341
838	1338
903	1343
805	1347
777	1302
830	1332
790	1364
859	1345
889	1358
840	1357
854	1347
849	1408
879	1374
878	1348
896	1374
863	1319
847	1344
823	1350
920	1385
840	1321
904	1370
852	1379
845	1355
879	1470
933	1625
899	1591
891	1575
889	1587
921	1490
929	1502
903	1550
895	1439
919	1549
936	1577
903	1455
924	1573
911	1504
929	1505
937	1542
940	1507
903	1578
902	1535
886	1540
890	1551
923	1540
904	1497
919	1582
900	1482
925	1572
889	1540
924	1576
937	1528
913	1524
924	1471
916	1620
895	1574
901	1532
956	1678
903	1560
917	1518
916	1506
917	1590
888	1522
894	1590
924	1522
888	1504
912	1553
876	1448
891	1541
916	1514
917	1528
885	1499
884	1476
