203	607
176	633
182	595
196	618
166	557
217	538
231	581
226	640
161	636
252	612
191	594
187	554
166	604
214	651
154	575
210	626
198	593
209	585
250	604
202	626
254	645
257	623
141	605
306	650
204	621
233	620
171	565
226	601
 83	583
262	666
161	587
155	553
140	586
256	600
169	646
259	612
186	625
261	573
195	665
259	578
175	592
203	603
254	617
220	634
200	596
233	612
104	587
237	625
223	593
125	557
342	604
351	593
313	644
286	656
339	626
281	618
272	646
242	647
342	607
264	668
345	664
348	631
309	638
321	629
288	613
323	631
282	654
332	624
264	669
351	599
342	642
339	582
301	637
323	608
169	726
332	651
284	653
318	622
352	615
388	607
263	669
353	591
306	661
273	645
232	730
308	631
359	567
378	577
304	629
408	556
330	637
280	624
317	631
235	664
326	620
303	672
259	646
310	579
286	659
368	575
238	859
319	816
321	777
274	822
235	823
263	843
330	763
228	861
361	730
300	834
253	858
287	779
265	802
292	833
207	809
301	799
244	786
270	825
301	774
197	844
281	792
234	821
279	813
264	845
380	767
244	841
248	842
252	881
305	770
308	792
229	843
288	795
251	826
299	825
239	831
269	837
316	867
289	815
311	808
216	878
286	811
296	789
266	781
219	830
281	815
372	787
330	788
264	807
327	804
226	860
349	1023
311	950
330	1020
314	971
343	1032
311	982
335	1009
341	1019
322	914
348	1062
314	927
305	892
345	1012
323	919
325	957
359	999
324	1046
311	954
276	959
306	1003
330	975
321	922
291	939
296	993
323	952
285	946
280	913
297	924
309	942
325	899
351	961
342	1034
308	966
290	982
305	972
275	934
317	975
288	1002
315	1027
322	935
292	933
317	928
317	984
267	921
358	951
340	990
309	899
288	961
299	962
303	972
